Timestamp (seconds),Hand X,Hand Y,In Zone (1=Yes/0=No),Part Placed
18.492,437.50,187.73,0,
18.503,437.50,187.73,0,
18.512,437.50,187.73,0,
18.524,437.50,187.73,0,
18.533,437.50,187.73,0,
18.541,437.50,187.73,0,
18.551,437.50,187.73,0,
18.563,437.50,187.73,0,
18.570,437.50,187.73,0,
18.582,437.50,187.73,0,
18.590,437.50,187.73,0,
18.601,437.50,187.73,0,
18.613,437.50,187.73,0,
18.622,437.50,187.73,0,
18.632,437.50,187.73,0,
18.645,437.50,187.73,0,
18.657,437.50,187.73,0,
18.662,437.50,187.73,0,
18.674,437.50,187.73,0,
18.684,437.50,187.73,0,
18.695,437.50,187.73,0,
18.704,437.50,187.73,0,
18.714,437.50,187.73,0,
18.724,437.50,187.73,0,
18.734,437.50,187.73,0,
18.743,437.50,187.73,0,
18.753,437.50,187.73,0,
18.760,437.50,187.73,0,
18.773,437.50,187.73,0,
18.782,437.50,187.73,0,
18.794,437.50,187.73,0,
18.802,437.50,187.73,0,
18.811,437.50,187.73,0,
18.820,437.50,187.73,0,
18.832,437.50,187.73,0,
18.842,437.50,187.73,0,
18.855,437.50,187.73,0,
18.864,437.50,187.73,0,
18.875,437.50,187.73,0,
18.885,437.50,187.73,0,
18.891,437.50,187.73,0,
18.903,437.50,187.73,0,
18.913,437.50,187.73,0,
18.922,437.50,187.73,0,
18.933,437.50,187.73,0,
18.943,437.50,187.73,0,
18.951,437.50,187.73,0,
18.967,437.50,187.73,0,
18.971,437.50,187.73,0,
18.981,437.50,187.73,0,
18.995,437.50,187.73,0,
19.000,437.50,187.73,0,
19.015,437.50,187.73,0,
19.022,437.50,187.73,0,
19.035,437.50,187.73,0,
19.040,437.50,187.73,0,
19.053,437.50,187.73,0,
19.063,437.50,187.73,0,
19.071,437.50,187.73,0,
19.085,437.50,187.73,0,
19.091,437.50,187.73,0,
19.100,437.50,187.73,0,
19.113,437.50,187.73,0,
19.123,437.50,187.73,0,
19.131,437.50,187.73,0,
19.142,437.50,187.73,0,
19.153,437.50,187.73,0,
19.163,437.50,187.73,0,
19.174,437.50,187.73,0,
19.185,437.50,187.73,0,
19.196,437.50,187.73,0,
19.204,437.50,187.73,0,
19.214,437.50,187.73,0,
19.224,437.50,187.73,0,
19.234,437.50,187.73,0,
19.244,437.50,187.73,0,
19.253,437.50,187.73,0,
19.262,437.50,187.73,0,
19.274,437.50,187.73,0,
19.282,437.50,187.73,0,
19.292,437.50,187.73,0,
19.304,437.50,187.73,0,
19.311,437.50,187.73,0,
19.325,437.50,187.73,0,
19.331,437.50,187.73,0,
19.346,437.50,187.73,0,
19.351,437.50,187.73,0,
19.367,437.50,187.73,0,
19.371,437.50,187.73,0,
19.381,437.50,187.73,0,
19.391,437.50,187.73,0,
19.403,437.50,187.73,0,
19.412,437.50,187.73,0,
19.421,437.50,187.73,0,
19.434,437.50,187.73,0,
19.442,437.50,187.73,0,
19.452,437.50,187.73,0,
19.462,437.50,187.73,0,
19.472,437.50,187.73,0,
19.483,437.50,187.73,0,
19.492,437.50,187.73,0,
19.504,437.50,187.73,0,
19.512,437.50,187.73,0,
19.522,437.50,187.73,0,
19.533,437.50,187.73,0,
19.546,437.50,187.73,0,
19.555,437.50,187.73,0,
19.563,437.50,187.73,0,
19.573,437.50,187.73,0,
19.584,437.50,187.73,0,
19.594,437.50,187.73,0,
19.603,437.50,187.73,0,
19.614,437.50,187.73,0,
19.623,437.50,187.73,0,
19.634,437.50,187.73,0,
19.645,437.50,187.73,0,
19.651,437.50,187.73,0,
19.662,437.50,187.73,0,
19.673,437.50,187.73,0,
19.682,437.50,187.73,0,
19.691,437.50,187.73,0,
19.702,437.50,187.73,0,
19.712,437.50,187.73,0,
19.725,437.50,187.73,0,
19.732,437.50,187.73,0,
19.743,437.50,187.73,0,
19.751,437.50,187.73,0,
19.766,437.50,187.73,0,
19.770,437.50,187.73,0,
19.783,437.50,187.73,0,
19.791,437.50,187.73,0,
19.802,437.50,187.73,0,
19.815,437.50,187.73,0,
19.820,437.50,187.73,0,
19.833,437.50,187.73,0,
19.842,437.50,187.73,0,
19.853,437.50,187.73,0,
19.862,437.50,187.73,0,
19.872,437.50,187.73,0,
19.884,437.50,187.73,0,
19.894,437.50,187.73,0,
19.904,437.50,187.73,0,
19.911,437.50,187.73,0,
19.923,437.50,187.73,0,
19.932,437.50,187.73,0,
19.943,437.50,187.73,0,
19.951,437.50,187.73,0,
19.964,437.50,187.73,0,
19.976,437.50,187.73,0,
19.981,437.50,187.73,0,
19.991,437.50,187.73,0,
20.001,437.50,187.73,0,
20.016,437.50,187.73,0,
20.024,437.50,187.73,0,
20.034,437.50,187.73,0,
20.046,437.50,187.73,0,
20.055,437.50,187.73,0,
20.062,437.50,187.73,0,
20.074,437.50,187.73,0,
20.082,437.50,187.73,0,
20.095,437.50,187.73,0,
20.104,437.50,187.73,0,
20.114,437.50,187.73,0,
20.124,437.50,187.73,0,
20.133,437.50,187.73,0,
20.142,437.50,187.73,0,
20.154,437.50,187.73,0,
20.162,437.50,187.73,0,
20.171,437.50,187.73,0,
20.181,437.50,187.73,0,
20.192,437.50,187.73,0,
20.206,437.50,187.73,0,
20.210,437.50,187.73,0,
20.225,437.50,187.73,0,
20.231,437.50,187.73,0,
20.243,437.50,187.73,0,
20.254,437.50,187.73,0,
20.264,437.50,187.73,0,
20.275,437.50,187.73,0,
20.282,437.50,187.73,0,
20.292,437.50,187.73,0,
20.302,437.50,187.73,0,
20.314,437.50,187.73,0,
20.323,437.50,187.73,0,
20.333,437.50,187.73,0,
20.345,437.50,187.73,0,
20.369,437.50,187.73,0,
20.377,437.50,187.73,0,
20.385,437.50,187.73,0,
20.390,437.50,187.73,0,
20.397,437.50,187.73,0,
20.407,437.50,187.73,0,
20.412,437.50,187.73,0,
20.422,437.50,187.73,0,
20.432,437.50,187.73,0,
20.441,437.50,187.73,0,
20.455,437.50,187.73,0,
20.471,437.50,187.73,0,
20.477,437.50,187.73,0,
20.483,437.50,187.73,0,
20.492,437.50,187.73,0,
20.504,437.50,187.73,0,
